exp_id,track,timestamp_utc,model_repo_id,model_revision_sha,torch_version,torch_cuda_version,diffusers_version,gpu_name,dtype,scheduler,prompt_id,prompt_sha256,negative_prompt_sha256,seed,width,height,steps,guidance_scale,memory_tier,safety_checker_present,safety_checker_enabled,vae_variant,load_seconds,generate_seconds,peak_vram_allocated_mb,peak_vram_reserved_mb,peak_device_used_mb,peak_process_rss_mb,output_sha256,status,error_type,error_message,output_path
EXP-002,probe,2026-07-30T00:27:38+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,1337,512,768,30,7.5,0,True,False,pipeline default,7.72,6.648,2979.33,3864.0,4977.5,2643.53,5ab15f58a8b5d6a5dc5209c48bc774aa64ae5cd504762df31351dcf389619873,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P1-poster__512x768__seed1337__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:27:45+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,2026,512,768,30,7.5,0,True,False,pipeline default,7.72,7.15,2979.33,3864.0,4977.5,2643.64,c65a1b7e79b075f282549ed9d43c30cd191c6584e9b4d411d5dd5c95b163f3db,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P1-poster__512x768__seed2026__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:27:52+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P2-geo,85ea0319cf2a6b0219702873d88f21092ac7334553e56c13c7603daec34b4660,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,42,512,768,30,7.5,0,True,False,pipeline default,7.72,6.557,2979.33,3864.0,4977.5,2637.03,becbd88a6aa883b13dbefbef4481c482c61b38da0e7bbf9f156af116e38adb3b,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P2-geo__512x768__seed42__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:27:59+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P2-geo,85ea0319cf2a6b0219702873d88f21092ac7334553e56c13c7603daec34b4660,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,1337,512,768,30,7.5,0,True,False,pipeline default,7.72,6.796,2979.33,3864.0,4977.5,2637.11,a8d949b22f216946a4a0a3d28b0a1ca22bde705feb6c9c5f81ce4f49bfd839bb,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P2-geo__512x768__seed1337__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:28:06+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P2-geo,85ea0319cf2a6b0219702873d88f21092ac7334553e56c13c7603daec34b4660,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,2026,512,768,30,7.5,0,True,False,pipeline default,7.72,6.787,2979.33,3864.0,4977.5,2637.77,b20af6129361a264b338d0d61adf25a80a434651a9757a880bbec1b50928984a,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P2-geo__512x768__seed2026__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:28:13+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P3-ukiyo,9c8648d75ada09e507fe921445f19ba7a2bce1905c95cf28f8f8be00fa577a96,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,42,512,768,30,7.5,0,True,False,pipeline default,7.72,6.811,2979.33,3864.0,4977.5,2644.72,2b0a5644be5a0b1f261dce6ceba1b7c2ef9b32bac87915b9e8c727781759da91,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P3-ukiyo__512x768__seed42__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:28:20+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P3-ukiyo,9c8648d75ada09e507fe921445f19ba7a2bce1905c95cf28f8f8be00fa577a96,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,1337,512,768,30,7.5,0,True,False,pipeline default,7.72,6.743,2979.33,3864.0,4977.5,2644.81,828bb9efb01299b2fcc4fd642864be92de2b06bcec021566dd335868c56b81b4,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P3-ukiyo__512x768__seed1337__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:28:26+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P3-ukiyo,9c8648d75ada09e507fe921445f19ba7a2bce1905c95cf28f8f8be00fa577a96,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,2026,512,768,30,7.5,0,True,False,pipeline default,7.72,6.769,2979.33,3864.0,4977.5,2638.15,e1f46da7b55ac7783c2a26c285132e5a7295511a6c471feecf73f1137240e058,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P3-ukiyo__512x768__seed2026__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:28:33+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,42,512,768,30,7.5,0,True,False,pipeline default,7.72,6.94,2979.33,3864.0,4977.5,2638.2,a710514c4efcbe301af35856c73d74061cc46af503c0c404e0e9908f6e212ac1,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P4-deck__512x768__seed42__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:28:41+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,1337,512,768,30,7.5,0,True,False,pipeline default,7.72,6.928,2979.33,3864.0,4977.5,2638.23,554e4d55de2c669f75b04635c285f2c67edb3b6273191bb91d400334f4f2886f,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P4-deck__512x768__seed1337__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:28:48+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,2026,512,768,30,7.5,0,True,False,pipeline default,7.72,6.864,2979.33,3864.0,4977.5,2638.27,745464166d0f81b746629f6ab599caec5815ffddbe288d91456719f4dbc58886,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P4-deck__512x768__seed2026__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:28:55+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P5-control,215d27d501f0f9c483c0502e100ed8c64277f2a50dff17a7f2eb499a5cce1c33,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,42,512,768,30,7.5,0,True,False,pipeline default,7.72,6.819,2979.33,3864.0,4977.5,2638.37,2b6a23a5baa3d6f098a6dd64ea2daa94b18af66e2fc30cd0ead40113b881e4fb,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P5-control__512x768__seed42__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:29:02+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P5-control,215d27d501f0f9c483c0502e100ed8c64277f2a50dff17a7f2eb499a5cce1c33,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,1337,512,768,30,7.5,0,True,False,pipeline default,7.72,6.928,2979.33,3864.0,4977.5,2638.45,79c86f7ca7e5fab22b6a3d975ab5dc38f10330ef576259e3158ae80c84a416d5,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P5-control__512x768__seed1337__st30__cfg7p5__tier0.png
EXP-002,probe,2026-07-30T00:29:09+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P5-control,215d27d501f0f9c483c0502e100ed8c64277f2a50dff17a7f2eb499a5cce1c33,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,2026,512,768,30,7.5,0,True,False,pipeline default,7.72,6.889,2979.33,3864.0,4977.5,2638.51,ebbd5f321ef9fc415dd0370f2d1d1da27c3b1231c72bd59fc673294b7523a3c9,ok,,,outputs/EXP-002/EXP-002__sd15__probe__P5-control__512x768__seed2026__st30__cfg7p5__tier0.png
