exp_id,track,timestamp_utc,model_repo_id,model_revision_sha,torch_version,torch_cuda_version,diffusers_version,gpu_name,dtype,scheduler,prompt_id,prompt_sha256,negative_prompt_sha256,seed,width,height,steps,guidance_scale,memory_tier,safety_checker_present,safety_checker_enabled,vae_variant,load_seconds,generate_seconds,peak_vram_allocated_mb,peak_vram_reserved_mb,peak_device_used_mb,peak_process_rss_mb,output_sha256,status,error_type,error_message,output_path
EXP-005,direct-1x2,2026-07-30T01:23:24+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,1337,512,1024,30,7.5,0,True,False,pipeline default,8.851,8.99,3283.69,4356.0,5469.5,1879.99,ee8468104242046d8fc1c49b9f95bac96c9444d2520989e62cb6160b990fe988,ok,,,outputs/EXP-005/EXP-005__sd15__direct-1x2__P1-poster__512x1024__seed1337__st30__tier0.png
EXP-005,direct-1x2,2026-07-30T01:23:33+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,2026,512,1024,30,7.5,0,True,False,pipeline default,8.851,8.996,3283.69,4356.0,5469.5,1879.99,7c4f1b305cf042b13970aaf84cb3f2595399399ed77a0e100dec5bc7a8568abe,ok,,,outputs/EXP-005/EXP-005__sd15__direct-1x2__P1-poster__512x1024__seed2026__st30__tier0.png
EXP-005,direct-1x3,2026-07-30T01:24:29+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,42,512,1536,30,7.5,0,True,False,pipeline default,9.808,15.139,3892.01,5470.0,6583.5,1708.85,e719061e278a3a15f9b95fc0c0c97927cbee68228112b83042620c14095a103e,ok,,,outputs/EXP-005/EXP-005__sd15__direct-1x3__P4-deck__512x1536__seed42__st30__tier0.png
EXP-005,direct-1x3,2026-07-30T01:24:44+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,1337,512,1536,30,7.5,0,True,False,pipeline default,9.808,15.209,3892.01,5470.0,6583.5,1708.89,35df70f05c2f9f1ed0ae2a49b1d5f6a4e58e68c72330d1353da5da43610c3056,ok,,,outputs/EXP-005/EXP-005__sd15__direct-1x3__P4-deck__512x1536__seed1337__st30__tier0.png
EXP-005,direct-1x3,2026-07-30T01:25:00+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,2026,512,1536,30,7.5,0,True,False,pipeline default,9.808,15.224,3892.01,5470.0,6583.5,1708.94,92db452060df060979162abcfe08f2a3460e2332365afe29eab0a84bef6a3178,ok,,,outputs/EXP-005/EXP-005__sd15__direct-1x3__P4-deck__512x1536__seed2026__st30__tier0.png
EXP-005,direct-1x3,2026-07-30T01:25:15+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,42,512,1536,30,7.5,0,True,False,pipeline default,9.808,15.263,3892.01,5470.0,6583.5,1709.17,51d81e74df6f5b48710e211adbbb62f40e68f2f45305233002e650c292513ac3,ok,,,outputs/EXP-005/EXP-005__sd15__direct-1x3__P1-poster__512x1536__seed42__st30__tier0.png
EXP-005,direct-1x3,2026-07-30T01:25:30+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,1337,512,1536,30,7.5,0,True,False,pipeline default,9.808,15.287,3892.01,5470.0,6583.5,1709.18,7fdbcfeb5beffbe5b9a05057108e0cb81efe4076b68fe1dee5b6e209342525ec,ok,,,outputs/EXP-005/EXP-005__sd15__direct-1x3__P1-poster__512x1536__seed1337__st30__tier0.png
EXP-005,direct-1x3,2026-07-30T01:25:46+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,2026,512,1536,30,7.5,0,True,False,pipeline default,9.808,15.342,3892.01,5470.0,6583.5,1709.2,f06104de32b8cc3eaaf16729dc51ecaa4eeae17687364213e33f34d173cff429,ok,,,outputs/EXP-005/EXP-005__sd15__direct-1x3__P1-poster__512x1536__seed2026__st30__tier0.png
EXP-005,square-crop,2026-07-30T01:26:23+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,42,170,512,30,7.5,0,True,False,pipeline default,6.143,4.178,2675.38,3246.0,4359.5,1891.8,d5995dd152421b7757d675d2fbc12c1ec33230ca348d23713f264470e95f21b7,ok,,,outputs/EXP-005/EXP-005__sd15__square-crop__P4-deck__170x512__seed42__st30__tier0.png
EXP-005,square-crop,2026-07-30T01:26:27+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,1337,170,512,30,7.5,0,True,False,pipeline default,6.143,4.177,2675.38,3246.0,4359.5,1892.41,d9fbe3e6a7520aa30ea07577213adc55bcf933b069f01375a299318799223e89,ok,,,outputs/EXP-005/EXP-005__sd15__square-crop__P4-deck__170x512__seed1337__st30__tier0.png
EXP-005,square-crop,2026-07-30T01:26:32+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,2026,170,512,30,7.5,0,True,False,pipeline default,6.143,4.361,2675.38,3246.0,4359.5,1892.45,3e7afb57141e74d36ef955534e829a1fd4cb1cb39dd7db91f2dcd5e076dd86a7,ok,,,outputs/EXP-005/EXP-005__sd15__square-crop__P4-deck__170x512__seed2026__st30__tier0.png
EXP-005,square-crop,2026-07-30T01:26:37+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,42,170,512,30,7.5,0,True,False,pipeline default,6.143,4.702,2675.38,3246.0,4359.5,1892.46,1a23586ec5bfca958c02d3b0ab9d633b94c3cf37c11d58301907c8e2a363e6cc,ok,,,outputs/EXP-005/EXP-005__sd15__square-crop__P1-poster__170x512__seed42__st30__tier0.png
EXP-005,square-crop,2026-07-30T01:26:41+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,1337,170,512,30,7.5,0,True,False,pipeline default,6.143,4.201,2675.38,3246.0,4359.5,1892.46,9596fb7dee67c2ca07c007ce0194a641cd492cfa2f8721564fb5519ae4af38ed,ok,,,outputs/EXP-005/EXP-005__sd15__square-crop__P1-poster__170x512__seed1337__st30__tier0.png
EXP-005,square-crop,2026-07-30T01:26:45+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,2026,170,512,30,7.5,0,True,False,pipeline default,6.143,4.526,2675.38,3246.0,4359.5,1893.23,9cf2e8c9d16a847309d33700c2a2438d2a8263ccf17c761d38ec8a8998a483be,ok,,,outputs/EXP-005/EXP-005__sd15__square-crop__P1-poster__170x512__seed2026__st30__tier0.png
