id,split,sha256,width,height,source_path,licence,permitted_use,dataset_v1_caption,training_caption,inclusion_reason,exclusion_reason
DS-0066,train,bef6e89af4d4b7a6d90d3a2d9560b6ca77bfcc0e8646097dee1c6dc9d703e8e3,686,1024,data/raw/retro-poster/loc-98517001.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, carmen",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 14 of 36",
DS-0067,train,3d23a7cd34c1390a37d3b9cfe247a07d125a29ea9a45ac53b6e011fe68b50fd7,690,1024,data/raw/retro-poster/loc-98517008.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, alison s house by susan glaspell a poetic romance",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 15 of 36",
DS-0068,train,dfcaac211bf3305f92136148fa285444a6e67d8b9d7314df5129eb4d89d47992,680,1024,data/raw/retro-poster/loc-98517009.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, alien corn by sidney howard",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 16 of 36",
DS-0069,train,2c283f9d3db116519889130a2db7b2895469793d42fa76cfa67e72ed3efa5cef,691,1024,data/raw/retro-poster/loc-98517011.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, the amazing dr clitterhouse by barre lyndon",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 17 of 36",
DS-0070,train,c1b77ceac686550d972a845d8aaf1efc5c62ad7edde7900e66b5813ebc9df331,1024,763,data/raw/retro-poster/loc-98517012.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, the devil passes",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 18 of 36",
DS-0071,train,04b31e4a5211a13196a54b1012292b877d98c7748f74766421f856b538edfae0,692,1024,data/raw/retro-poster/loc-98518972.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, university of california at los angeles presents festival of american",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 19 of 36",
DS-0072,train,5d96677b6658904693bb64dfcddd3417d0a6ddb8efa083216155f7b45e59d3d7,689,1024,data/raw/retro-poster/loc-98518973.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, special performance festival of american dance featuring an american exodus",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 20 of 36",
DS-0073,train,9b466f65ba2ded9262facf6dba559e2fda7e52f5956fe5fddcb9cc7c157d9676,683,1024,data/raw/retro-poster/loc-98518982.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, blind alley by james warwick",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 21 of 36",
DS-0074,train,cae83473d92fa62a359723ebe786d14e14b2fd6cf6062f3cc3138a8d8df64dea,692,1024,data/raw/retro-poster/loc-98518983.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, mary stuart directed by jerome coray",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 22 of 36",
DS-0075,train,82f6d267e288142380e6681b7f8b8d2d08a008a5e624289179e1edf01b759f75,689,1024,data/raw/retro-poster/loc-98518984.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, george bernard shaw s 3 act comedy captain brassbound s",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 23 of 36",
DS-0076,train,052c610be5a6f3ce01c6bfbf83fea91c0ace283ac200a03daec38258428d2895,693,1024,data/raw/retro-poster/loc-98518989.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, the cat and the canary",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 24 of 36",
DS-0080,train,c212f7a4f1dec4225506e9cbad5f2fd29978fdcbb4eb8397b21061a1b666b9e9,685,1024,data/raw/retro-poster/loc-98518999.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, los angeles federal music project presents the chocolate soldier",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 25 of 36",
DS-0081,train,0889ade7c98c15d85adf867ff0c3fe4c7de43246e4070c065a52658963d271c8,694,1024,data/raw/retro-poster/loc-98519001.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, federal government sponsored classes in war training for industry",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 26 of 36",
DS-0082,train,7a61ceb5b5525f726c3f40928df15d73733e1ddfbbed1b750466a3a3e0d4dccb,693,1024,data/raw/retro-poster/loc-98519006.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, counsellor at law by elmer rice",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 27 of 36",
DS-0084,train,f9ceb045fce46768955673827dcb50308abfaeb17dd816b9dc7d0f0ef8a5bb2b,693,1024,data/raw/retro-poster/loc-98519010.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, cradle snatchers cradle snatching at pickering park playhouse",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 28 of 36",
DS-0085,train,7c11e32593ca2a2acfbe41a291b071535d82b0ffac8f2a3ceff82bd4d1f1c758,687,1024,data/raw/retro-poster/loc-98519015.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, the devil passes direct from sensational los angeles run",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 29 of 36",
DS-0086,train,12c5fa91c9af55a8b5b113ae133f80b3aa98aeb3b7c57a4175fb037e0706a529,1024,700,data/raw/retro-poster/loc-98519047.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, dracula by hamilton deane and john l dalderston i e",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 30 of 36",
DS-0087,train,00fa085adbb3e5e56f3efc4a4635ece8dd7e8ca9c634debc63eeeef95bc613ab,696,1024,data/raw/retro-poster/loc-98519087.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, charles dickens the cricket on the hearth",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 31 of 36",
DS-0089,train,a42e8d11f1e03ef7d62d41d22e9d4c39234e479b327503421a9cfca2e2b39f4d,692,1024,data/raw/retro-poster/loc-98519425.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, the chocolate soldier",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 32 of 36",
DS-0090,train,bacc81fe77e6206f30f23b51556c59ed00b97819088ad30c9e7f76023e931320,1024,692,data/raw/retro-poster/loc-98519427.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, alien corn by sidney howard",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 33 of 36",
DS-0091,train,949a39058206917fbbea8f0d05d92f7902bc03ca15fe51342fa1c12e821e11e4,1024,686,data/raw/retro-poster/loc-98519436.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, the chocolate soldier",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 34 of 36",
DS-0092,train,ca526edb9593cbb794b522e0913852a6be73006b639948a6dbd654b4127ebabc,1024,686,data/raw/retro-poster/loc-98519437.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, the chocolate soldier",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 35 of 36",
DS-0093,train,43b022e0dedfee572009056976be039b2046bbc235e3a3adbfd59260f9c0db99,1024,696,data/raw/retro-poster/loc-98519438.jpg,public domain,"unrestricted (US WPA poster, LOC: no known restrictions)","retro silkscreen poster style skateboard decal artwork, the amazing dr clitterhouse by barre lyndon",xpst retro silkscreen poster style skateboard decal artwork,"retro-poster train split, sorted by id ascending; position 36 of 36",
