id,split,sha256,width,height,source_path,licence,permitted_use,dataset_v1_caption,training_caption,inclusion_reason,exclusion_reason
DS-0114,train,c7bfda863693d8e21b17c5b80227f417924ef8e7a16ca5af238af98f7f4920d2,902,1964,data/raw/ukiyo-e/met-54330.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, two court ladies admire the cherry trees",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 17 of 44",
DS-0116,train,a56a5547971e8323fe60c76a8295affeda57daa1436111a597fb696096515db6,2559,3851,data/raw/ukiyo-e/met-54871.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, kiyomizu komachi from the series futabagusa nana komachi",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 18 of 44",
DS-0117,train,98189f865cd35148f7e3dc2d006be8c7c420db44574bf6e9597a75a3859bf99d,3823,2562,data/raw/ukiyo-e/met-54887.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, the top of mount fuji",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 19 of 44",
DS-0118,train,cd66a6d2c78130b17e19b2990cf058a84b499ffc2c331ff6bfdce58aa06084a9,2548,3610,data/raw/ukiyo-e/met-55012.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, rejected geisha from passions cooled by springtime snow",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 20 of 44",
DS-0119,train,aef14bdc93a52761f6f7b58e443992c574ea6052b601d392a187c815ce99d912,2587,3550,data/raw/ukiyo-e/met-55013.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, rejected geisha from passions cooled by springtime snow",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 21 of 44",
DS-0121,train,8f27395147a8a11773d67de212fd0ea897e01bba7b9fd2d56f5317b984c1fd9e,2572,3628,data/raw/ukiyo-e/met-55015.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, rejected geisha from passions cooled by springtime snow",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 22 of 44",
DS-0122,train,0441f904a3cd7a2ebe9f027e6530d62d6e832ee175e7754142ed217b3f065f4e,1310,1791,data/raw/ukiyo-e/met-55016.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, rejected geisha from passions cooled by springtime snow",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 23 of 44",
DS-0123,train,dc2339197e349ffe4181782c2d80a1f57322efdf1bf8d553b961297c8852710a,3867,2583,data/raw/ukiyo-e/met-55289.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, under the mannen bridge at fukagawa fukagawa mannenbashi shita from",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 24 of 44",
DS-0124,train,17c1ee8bd3a8089d11bd83a6728351b1609a523887d693f81c9a6aee36134a31,2650,3860,data/raw/ukiyo-e/met-55433.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, sudden shower over shin ōhashi bridge and atake ōhashi atake",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 25 of 44",
DS-0125,train,5d5d69d57db538144d890f88bf16973bea99158907f0d63038aec6279fc64fcb,3931,2788,data/raw/ukiyo-e/met-55584.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, street scene in yoshiwara",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 26 of 44",
DS-0126,train,1007801cb646da437102b031146a0fac0d039626b939236f84a0fc6e2e51b536,2774,3856,data/raw/ukiyo-e/met-55751.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, two figures",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 27 of 44",
DS-0127,train,02ceb2d895b393e9c2f315b989000caaf1c32b91304bbe332d6d67f702d17869,2583,3878,data/raw/ukiyo-e/met-55862.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, geisha walking through the snow at night",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 28 of 44",
DS-0129,train,df35b1ac587b65d8d967ee60530da1343b98b83dc08a0e2428a51178251c4ec1,1328,1954,data/raw/ukiyo-e/met-56053.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, the courtesan takigawa of the ōgiya brothel from the series",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 29 of 44",
DS-0131,train,108958376f515fff12de6f3ccbb7d5b5e8e6e69efc0f9810aea15ff4a3b5e659,2725,3863,data/raw/ukiyo-e/met-56782.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, onoe kikugorō in the role of yaoya oshichi and nakamura",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 30 of 44",
DS-0132,train,d9e8520aa49862dd1b6ec2201172a661471f870cc83dd97e698f789b484dde1d,2929,3876,data/raw/ukiyo-e/met-56789.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, woman digging bamboo shoots in the snow or parody of",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 31 of 44",
DS-0133,train,ac140008a373c65f3be752a018c03961f406512f07cdafca16e2ea85240442b0,2000,1739,data/raw/ukiyo-e/met-56797.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, portrait of a woman in large circle with landscape below",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 32 of 44",
DS-0134,train,e89cb9a1b7f32758a0c14e846b269516eba0bb28390d5c7006c9112e794db76a,3874,2579,data/raw/ukiyo-e/met-57049.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, monk nichiren in exile on sado island from the series",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 33 of 44",
DS-0135,train,f8db787c456289be87e1d512a05f08a0a5c5449c49dd44256dd8f2231e5d5ca6,3957,2993,data/raw/ukiyo-e/met-57756.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, picture book thousand year mountain ehon chitoseyama 絵本千年山",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 34 of 44",
DS-0136,train,e24555f7b30fb27a3bea3880c8e31e1511deab2629a67608b9a6f14b139f1c9b,4000,3101,data/raw/ukiyo-e/met-73558.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, woman with a folding fan and hand mirror from the",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 35 of 44",
DS-0137,train,5bb90c8fa96eb09338aa086459c5127234945e87a075c1d51e7fb75504693fa9,3191,4000,data/raw/ukiyo-e/met-76575.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, nakamura utaemon iv as danshichi kurobei",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 36 of 44",
DS-0139,train,fd32c8eb4e0a5ecf011b354007d248cf35867fb7dd26ac90141b562d98ab73ba,3000,4000,data/raw/ukiyo-e/met-789145.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, a molted cicada shell utsusemi soga gorō tokimune from the",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 37 of 44",
DS-0140,train,27fe2ec93b665f2112f9b3f38f7bd287060b7852e828a489983ab77bfe8c4b4c,2460,3640,data/raw/ukiyo-e/met-789146.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, lady of the evening faces yūgao yazama s wife orie",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 38 of 44",
DS-0141,train,430f310c36253aa588ace915b859062302ad90e8ce06ba7233870d01425ea637,2463,3679,data/raw/ukiyo-e/met-789147.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, a boat cast adrift ukifune omatsu and akabori mizuemon from",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 39 of 44",
DS-0142,train,eff7afd18dd5a719bbb2548e9855587ebf567778477ed6fa6375137b404a8935,3000,4000,data/raw/ukiyo-e/met-789148.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, exile to suma suma tamaori hime from the series scenes",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 40 of 44",
DS-0143,train,b0419c07c69fa0b1a2477608b0b3fc4c4b43d6c0f2c05fbadd8cbe8db4b7677e,2498,3712,data/raw/ukiyo-e/met-819963.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, a lovely garland tamakazura tamatori ama from the series scenes",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 41 of 44",
DS-0144,train,676c67b1d33df74bbd90692f1f9cd7c27c69964e92970b678489bf6b5657a6c3,3696,2736,data/raw/ukiyo-e/met-835847.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, courtesan with a young man wakashu beside a screen",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 42 of 44",
DS-0145,train,55c8310da6aab08e01de00baa960b47ec761801928c46403b815c1a00f48fcb7,3848,2736,data/raw/ukiyo-e/met-857956.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, mother and her children in front of a freestanding screen",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 43 of 44",
DS-0146,train,d226a5a25ce1369c74ed9da6bb45b70c7486104c2a1e4fb73cfd9bac94129634,2862,3973,data/raw/ukiyo-e/met-908751.jpg,CC0,"unrestricted, including ML training (Met Open Access CC0)","ukiyo-e woodblock print style skateboard decal artwork, woman applying makeup",xkyo ukiyo-e woodblock print style skateboard decal artwork,"ukiyo-e train split, sorted by id ascending; position 44 of 44",
