exp_id,arm,kind,style,checkpoint_step,prompt_id,prompt_role,seed,lora_weight,geometry,output_path,output_sha256,nearest_training_item,nearest_training_dhash,nearest_holdout_item,nearest_holdout_dhash,max_clip_cosine_to_training,most_similar_training_item_clip,near_copy_flag
EXP-033,EXP-027,candidate,minimal-geometric,300,FP2-shared,shared-cross-style,42,1.0,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP2-shared__seed42__w1__512x512.png,0af8a18ffa8739ebd5b9e5208b37231da3cb6bf2c3d5a673c0a67754f8202301,DS-0033,23,DS-0048,25,0.714125,DS-0023,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP2-shared,shared-cross-style,1337,0.0,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP2-shared__seed1337__w0__512x512.png,89ce02962b3916e5932d00ad9b7731038dc0609404f4d60f8dc56bcb5d0e1b52,DS-0042,23,DS-0079,27,0.316459,DS-0030,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP2-shared,shared-cross-style,1337,0.4,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP2-shared__seed1337__w0p4__512x512.png,bbc53da1ea8ac46ab5744b893c16de5950fd9cb453f4bdc94ccaff8580e4c34f,DS-0023,24,DS-0115,28,0.421924,DS-0038,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP2-shared,shared-cross-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP2-shared__seed1337__w0p7__512x512.png,cdbdfe816f277b0887bda18fbc30a73481e30ec30184d488d22a20a7aa5639e6,DS-0012,23,DS-0088,29,0.546232,DS-0038,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP2-shared,shared-cross-style,1337,1.0,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP2-shared__seed1337__w1__512x512.png,82661f48713a7ddf7a56b9c85ded41ff1f2d78ab6b7f56b0ab9ed6312d313479,DS-0027,23,DS-0077,27,0.682443,DS-0004,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP1-style,style-matching,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP1-style__seed42__w0p7__512x512.png,208c91deadb8dcb5590e0b7981df7035487db112377f7366b2b01ce3fdf74dc2,DS-0051,22,DS-0048,29,0.443445,DS-0050,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP1-style,style-matching,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP1-style__seed1337__w0p7__512x512.png,318621acbd294c33e541b94efd2af8832bc02dc8ce94b39bee067622523badc7,DS-0030,19,DS-0079,29,0.644979,DS-0013,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP1-style,style-matching,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP1-style__seed2026__w0p7__512x512.png,179f16dc9c131c552110a292ca5763f945a65b77b5ef81657268d45cb2c9f077,DS-0038,26,DS-0120,26,0.546537,DS-0051,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP2-shared,shared-cross-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP2-shared__seed42__w0p7__512x512.png,8a9213508df4be98e269a84f9141c661a4aea6dd300c12542f91305266e9f120,DS-0050,18,DS-0088,27,0.45434,DS-0043,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP2-shared,shared-cross-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP2-shared__seed1337__w0p7__512x512.png,cdbdfe816f277b0887bda18fbc30a73481e30ec30184d488d22a20a7aa5639e6,DS-0012,23,DS-0088,29,0.546232,DS-0038,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP2-shared,shared-cross-style,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP2-shared__seed2026__w0p7__512x512.png,6e3fdf25da0b03e8940999ca75473ce6cac6c2c95e369df3d6a2875d34f7943c,DS-0008,23,DS-0120,29,0.526147,DS-0047,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP3-out-of-style,out-of-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP3-out-of-style__seed42__w0p7__512x512.png,5952803346155e98f0b89e54718d7604aff9ad187a52085a27b9cbfdc0ec7777,DS-0045,23,DS-0048,28,0.526948,DS-0023,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP3-out-of-style,out-of-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP3-out-of-style__seed1337__w0p7__512x512.png,31f287e8c04fdb1ec1382c189b5999d697b309e27543a388918bfacc163396a9,DS-0019,24,DS-0103,23,0.740116,DS-0018,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP3-out-of-style,out-of-style,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP3-out-of-style__seed2026__w0p7__512x512.png,b138ea7884690c2c0c4d8a0f7e44cf25cac89a7d2d5bbe2d064994551d0422ce,DS-0049,24,DS-0120,28,0.682809,DS-0051,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP4-style-free,style-free,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP4-style-free__seed42__w0p7__512x512.png,1416f2bce8356a44a8045f3c4c88e71d342cd0b26a84549898f59076dc80b3f5,DS-0017,21,DS-0048,23,0.422211,DS-0003,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP4-style-free,style-free,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP4-style-free__seed1337__w0p7__512x512.png,3ca2869711775e4aec21685ffd5cd30b2bf890ee28266080e1a10e5952c8e226,DS-0016,28,DS-0079,29,0.532229,DS-0024,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP4-style-free,style-free,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP4-style-free__seed2026__w0p7__512x512.png,fb303be31f6a2cd163fa23887029858a0a1765c858827a34a5279f072da7f8b7,DS-0024,25,DS-0120,28,0.509203,DS-0012,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP1-style,style-matching,42,0.7,512x1536,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP1-style__seed42__w0p7__512x1536.png,dedb88ad0aa1e2484802d0c646e2a5f02d718f01af1841cf0fff73acc39ea907,DS-0028,21,DS-0115,27,0.472404,DS-0003,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP1-style,style-matching,42,1.0,512x1536,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP1-style__seed42__w1__512x1536.png,b1140f68b7fba8975f7a93bacbe966b028fba2975d2ad10d2dcf8507eb0fdffa,DS-0027,22,DS-0115,24,0.727797,DS-0037,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP1-style,style-matching,1337,0.7,512x1536,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP1-style__seed1337__w0p7__512x1536.png,350b9275f5bc755f9bf495f104df9bed0d66a4e350ff8a036143347f34052b63,DS-0004,24,DS-0048,24,0.574665,DS-0042,False
EXP-033,EXP-027,candidate,minimal-geometric,300,FP1-style,style-matching,1337,1.0,512x1536,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00300__FP1-style__seed1337__w1__512x1536.png,8d0087520b4458b38866a3690c2cdb76d8d0aa17f08d5c813edb0018e78365f8,DS-0050,21,DS-0103,30,0.621147,DS-0050,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,42,0.0,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed42__w0__512x512.png,d3740778e9ee7a70fd2f1712f5e706185d4eb75f8a91ed944677d6f6a1889586,DS-0015,23,DS-0120,28,0.369702,DS-0006,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,42,0.4,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed42__w0p4__512x512.png,6fd0e9fee66ec6ad1718f565d16bbb922337f8cfa5fcc9fbe566d9c9e21b4ee4,DS-0050,23,DS-0077,28,0.457238,DS-0042,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed42__w0p7__512x512.png,d93b3333d55c90b29c1c65c5a8f804eebcf9cbd61cfb10918c4f7b330632950f,DS-0043,17,DS-0077,28,0.493288,DS-0051,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,42,1.0,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed42__w1__512x512.png,e70673184cb32ca68829b199fe5484e3cecaa3c81a9a49819db28335c8d6cea4,DS-0042,23,DS-0115,26,0.678492,DS-0003,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,1337,0.0,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed1337__w0__512x512.png,13a89a3b8feb5c898486842cd9d14072f6c05caad0bc6f7643eeff62240453e7,DS-0016,23,DS-0103,29,0.422669,DS-0042,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,1337,0.4,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed1337__w0p4__512x512.png,9897b876a2aae127dc753bd969c251c08b98296bbe32a03ec93571f6fea7359a,DS-0040,23,DS-0103,29,0.619162,DS-0050,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed1337__w0p7__512x512.png,6ffe6b8928494c13b384c748db200b01d32fdd110e990cb4e2797063ecb970c2,DS-0025,23,DS-0115,27,0.714228,DS-0051,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,1337,1.0,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed1337__w1__512x512.png,38e405ab76bfd7430c864c5979960ea0227d6fb8c7a856974e0f1254a36a17eb,DS-0027,23,DS-0079,24,0.750379,DS-0035,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP2-shared,shared-cross-style,42,0.0,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP2-shared__seed42__w0__512x512.png,44c9954e14382a16e654b85419d0b10bbdb6c7fe471211eefe3effab15399434,DS-0030,22,DS-0048,23,0.399003,DS-0043,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP2-shared,shared-cross-style,42,0.4,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP2-shared__seed42__w0p4__512x512.png,c1c03eb830139ec3910374277474cc5f9dd774d2f617e52700cc332a4368ab26,DS-0037,22,DS-0048,27,0.445741,DS-0043,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP2-shared,shared-cross-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP2-shared__seed42__w0p7__512x512.png,012e539874946517f4a200d3a8a8d4e398ee52ae9dafb6f31162824d2ee30e5d,DS-0002,22,DS-0103,23,0.620903,DS-0004,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP2-shared,shared-cross-style,42,1.0,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP2-shared__seed42__w1__512x512.png,64cd4069648594322a0d9f643716938227183a0c8f19bb181cb6fad6791c9f32,DS-0011,22,DS-0048,27,0.704564,DS-0003,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP2-shared,shared-cross-style,1337,0.0,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP2-shared__seed1337__w0__512x512.png,89ce02962b3916e5932d00ad9b7731038dc0609404f4d60f8dc56bcb5d0e1b52,DS-0042,23,DS-0079,27,0.316459,DS-0030,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP2-shared,shared-cross-style,1337,0.4,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP2-shared__seed1337__w0p4__512x512.png,41a086d1a87f8fd40e18364afd7d967ef3d32c23af2fea2246c2fae1d6f100cf,DS-0012,25,DS-0077,29,0.460433,DS-0043,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP2-shared,shared-cross-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP2-shared__seed1337__w0p7__512x512.png,304dec1dc6a81b458747ca466fe5772812df7b9b23345161a8754e0834c0b075,DS-0023,20,DS-0115,24,0.713763,DS-0051,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP2-shared,shared-cross-style,1337,1.0,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP2-shared__seed1337__w1__512x512.png,d8847e8be775a1de7d9639e773c2daa5b99ec6c6ffccf2053152be61ac4cbe7d,DS-0003,22,DS-0079,24,0.72666,DS-0016,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed42__w0p7__512x512.png,d93b3333d55c90b29c1c65c5a8f804eebcf9cbd61cfb10918c4f7b330632950f,DS-0043,17,DS-0077,28,0.493288,DS-0051,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed1337__w0p7__512x512.png,6ffe6b8928494c13b384c748db200b01d32fdd110e990cb4e2797063ecb970c2,DS-0025,23,DS-0115,27,0.714228,DS-0051,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed2026__w0p7__512x512.png,e9f8dba0602ca4c42d6c8bdf0af7d0006a5f954defe02d6944fe344002cbe2dd,DS-0008,24,DS-0120,30,0.609071,DS-0003,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP2-shared,shared-cross-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP2-shared__seed42__w0p7__512x512.png,012e539874946517f4a200d3a8a8d4e398ee52ae9dafb6f31162824d2ee30e5d,DS-0002,22,DS-0103,23,0.620903,DS-0004,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP2-shared,shared-cross-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP2-shared__seed1337__w0p7__512x512.png,304dec1dc6a81b458747ca466fe5772812df7b9b23345161a8754e0834c0b075,DS-0023,20,DS-0115,24,0.713763,DS-0051,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP2-shared,shared-cross-style,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP2-shared__seed2026__w0p7__512x512.png,4f723b4a35bf20a33ddd935a41eaef8b026a2f8f382ee13fdcde845afeda67f9,DS-0008,26,DS-0088,27,0.615859,DS-0051,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP3-out-of-style,out-of-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP3-out-of-style__seed42__w0p7__512x512.png,7729977927f371033d3b9388ade6a092420f9ddb7c63b37157667fec03a10ad7,DS-0010,25,DS-0077,27,0.64572,DS-0042,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP3-out-of-style,out-of-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP3-out-of-style__seed1337__w0p7__512x512.png,8fd51604ccbbddcf2f3d7c5ba1080c5b183aeb0600a96ae4fad6daa73b3b4974,DS-0040,25,DS-0115,29,0.741494,DS-0018,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP3-out-of-style,out-of-style,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP3-out-of-style__seed2026__w0p7__512x512.png,88556c43448bdb64f4757cee5aba2245f546e235326eb8d09092837edcf20da0,DS-0025,25,DS-0120,28,0.713827,DS-0050,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP4-style-free,style-free,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP4-style-free__seed42__w0p7__512x512.png,f17666cd42f00e15cd131bd1f8d1f1b4a4a18a56a612fc46a4817a4181acd863,DS-0045,20,DS-0048,25,0.487637,DS-0003,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP4-style-free,style-free,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP4-style-free__seed1337__w0p7__512x512.png,439be8c838a8ca7c6f68137261d2405e1a228aa247ec8e890ec99960c938721a,DS-0008,24,DS-0048,27,0.483705,DS-0024,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP4-style-free,style-free,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP4-style-free__seed2026__w0p7__512x512.png,dd9475d53560137df84fbe35bb49b29e2c182e4731b6e32e669d71b2fc38fbf1,DS-0008,24,DS-0088,29,0.504569,DS-0012,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,42,0.7,512x1536,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed42__w0p7__512x1536.png,fcf97de8bdd88b5c397e1c4748ef0c959849f1b620751c6acaec48d26db09940,DS-0052,18,DS-0115,27,0.487767,DS-0003,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,42,1.0,512x1536,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed42__w1__512x1536.png,1a03b6d1d1dfbd513a62d8b01970060c790b840d01323dc529b1f6aeb4e8d16f,DS-0027,20,DS-0115,28,0.703357,DS-0003,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,1337,0.7,512x1536,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed1337__w0p7__512x1536.png,33ee37e1ea49ac66692bd659b9fbe42f2b758ad77788f04f8632957f99dc9c91,DS-0038,23,DS-0048,26,0.614538,DS-0042,False
EXP-033,EXP-027,candidate,minimal-geometric,600,FP1-style,style-matching,1337,1.0,512x1536,outputs/EXP-031/EXP-031__EXP-027__minimal-geometric__ck00600__FP1-style__seed1337__w1__512x1536.png,885ec4cfd5a98aa668208e6b8832d91552f0ecc57186cb1fee75fe32e22e50b0,DS-0010,22,DS-0048,26,0.679586,DS-0034,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,42,0.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed42__w0__512x512.png,a8ffcd2207064596c961fc17e3303da99eee7b190cd8ad197934528bb5fa3738,DS-0104,20,DS-0048,26,0.282508,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,42,0.4,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed42__w0p4__512x512.png,786137bf5cdcc81887b1d45ee3cef01f2c50638b7c4cf3c12ddb91220ce0e436,DS-0127,19,DS-0115,26,0.584625,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed42__w0p7__512x512.png,7bac98692af92e0f1b5cdb63eea171e8fcc515fe0c3e88cd8d07c76a2c0248a9,DS-0127,21,DS-0115,24,0.704361,DS-0143,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,42,1.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed42__w1__512x512.png,c92cf2e0a0025a61dc3a3d5e782b8f7b323f262650860235720acd20d93a3383,DS-0127,19,DS-0115,22,0.763037,DS-0141,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,1337,0.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed1337__w0__512x512.png,3e8f3b6e9eb494eae8032988a153b053883346cc103ab44c8d44d68b189f7ea3,DS-0145,20,DS-0103,22,0.548559,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,1337,0.4,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed1337__w0p4__512x512.png,3f58c276e525abd6de2935bf4f193e1140671927209bedaf17b61a351f6f118b,DS-0105,21,DS-0115,27,0.6678,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed1337__w0p7__512x512.png,69de82612c6497111f7f752d5864fba3ac6f52b1f8cb9d22e008f1ab74989d75,DS-0097,24,DS-0115,30,0.714166,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,1337,1.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed1337__w1__512x512.png,2f9f35f911494e6422d1ce85631d77422ef74524e036075819d10eb937a14615,DS-0113,19,DS-0103,28,0.770113,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP2-shared,shared-cross-style,42,0.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP2-shared__seed42__w0__512x512.png,957eec8be70a13deb3a534f87d9df775a2680ecbc308fbfdd6dea35fbc4a64ce,DS-0137,16,DS-0120,24,0.373569,DS-0123,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP2-shared,shared-cross-style,42,0.4,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP2-shared__seed42__w0p4__512x512.png,46e9fc57e870fc0d541e13e03123ff13ea7232f497405517ab9f7b7170e06fa5,DS-0137,15,DS-0120,27,0.436508,DS-0123,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP2-shared,shared-cross-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP2-shared__seed42__w0p7__512x512.png,1607c36dead5b028e90a4d1f53b012df584df2a412dfbd27e929673c088c792d,DS-0140,17,DS-0120,24,0.669209,DS-0143,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP2-shared,shared-cross-style,42,1.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP2-shared__seed42__w1__512x512.png,7bdb410aa328f134117c6f5c164aec13d21a00a15b6d3e9d5eda49fcc6aca814,DS-0140,17,DS-0120,24,0.725319,DS-0099,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP2-shared,shared-cross-style,1337,0.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP2-shared__seed1337__w0__512x512.png,c2848c9389cb3fac9a7123033613830fcdd4dd76dd4405882c26044f2e10276d,DS-0105,18,DS-0115,26,0.397444,DS-0134,False
